"","age","job","marital","education","contact","days_since._signed_in","Time.spend.on.website","Number_of_campaigns","previous_purchases","Purchase_Made"
"2533",36,"blue-collar","married","secondary","cellular",6,185,3,0,"no"
"2534",49,"unemployed","married","tertiary","cellular",22,158,1,2,"no"
"2535",34,"admin.","divorced","secondary","cellular",12,515,1,5,"yes"
"2536",40,"technician","divorced","secondary","cellular",13,60,5,0,"no"
"2537",72,"retired","married","primary","cellular",24,173,2,0,"no"
"2538",43,"technician","married","secondary","unknown",16,353,4,0,"no"
"2539",44,"blue-collar","married","secondary","cellular",11,143,3,1,"no"
"2540",35,"admin.","married","secondary","cellular",20,18,5,0,"no"
"2541",46,"admin.","divorced","secondary","cellular",18,466,1,0,"no"
"2542",55,"admin.","married","secondary","cellular",17,85,1,1,"no"
"2543",50,"technician","divorced","secondary","cellular",24,148,1,0,"no"
"2544",23,"blue-collar","single","unknown","cellular",18,123,1,0,"no"
"2545",34,"student","married","unknown","cellular",30,121,1,0,"no"
"2546",40,"blue-collar","married","secondary","unknown",29,245,3,0,"no"
"2547",61,"retired","married","secondary","cellular",6,215,1,0,"yes"
"2548",53,"technician","married","secondary","unknown",15,190,6,0,"no"
"2549",57,"technician","married","secondary","unknown",13,44,1,0,"no"
"2550",28,"blue-collar","married","secondary","cellular",30,171,1,0,"no"
"2551",25,"admin.","married","secondary","cellular",30,62,12,0,"no"
"2552",38,"blue-collar","married","secondary","unknown",20,172,1,0,"no"
"2553",27,"services","single","secondary","unknown",23,78,10,0,"no"
"2554",45,"blue-collar","married","secondary","unknown",15,319,5,0,"no"
"2555",31,"services","single","secondary","cellular",2,111,1,0,"no"
"2556",39,"blue-collar","married","primary","unknown",6,158,1,0,"no"
"2557",42,"technician","married","secondary","cellular",29,82,12,0,"no"
"2558",46,"management","married","tertiary","unknown",20,128,6,0,"no"
"2559",36,"services","married","secondary","unknown",8,102,4,0,"no"
"2560",30,"management","single","tertiary","unknown",16,124,2,0,"no"
"2561",32,"blue-collar","married","secondary","cellular",17,334,2,0,"no"
"2562",52,"technician","married","tertiary","cellular",28,134,5,2,"yes"
"2563",31,"management","married","tertiary","cellular",27,218,1,0,"no"
"2564",60,"management","married","primary","unknown",9,313,1,0,"no"
"2565",35,"blue-collar","single","secondary","unknown",6,207,3,0,"no"
"2566",38,"management","married","tertiary","unknown",6,262,1,0,"no"
"2567",46,"management","divorced","tertiary","cellular",19,134,2,0,"no"
"2568",45,"entrepreneur","divorced","tertiary","unknown",11,197,3,0,"no"
"2569",59,"services","married","secondary","cellular",12,214,3,0,"no"
"2570",34,"management","married","tertiary","cellular",30,1165,7,0,"no"
"2571",33,"technician","divorced","secondary","cellular",7,177,2,0,"no"
"2572",46,"management","single","secondary","unknown",23,141,6,0,"no"
"2573",48,"admin.","married","secondary","cellular",29,164,6,0,"no"
"2574",31,"services","single","secondary","cellular",16,151,1,0,"no"
"2575",32,"technician","married","secondary","cellular",4,145,2,4,"no"
"2576",35,"blue-collar","divorced","primary","unknown",26,111,1,0,"no"
"2577",36,"blue-collar","single","primary","cellular",2,217,1,1,"no"
"2578",52,"management","married","tertiary","cellular",7,253,4,0,"no"
"2579",45,"management","divorced","tertiary","unknown",18,74,1,0,"no"
"2580",34,"management","married","tertiary","cellular",20,263,2,0,"no"
"2581",25,"blue-collar","married","primary","unknown",3,233,1,0,"no"
"2582",26,"management","single","tertiary","cellular",13,402,2,0,"no"
"2583",57,"management","married","unknown","cellular",30,585,1,0,"no"
"2584",48,"management","married","primary","unknown",14,145,1,0,"no"
"2585",48,"technician","married","unknown","unknown",16,143,5,0,"no"
"2586",32,"blue-collar","married","primary","cellular",8,524,1,0,"no"
"2587",58,"retired","married","secondary","cellular",11,270,1,0,"no"
"2588",57,"management","married","primary","unknown",4,272,1,0,"no"
"2589",31,"entrepreneur","married","tertiary","cellular",20,187,2,0,"no"
"2590",33,"blue-collar","single","secondary","cellular",18,268,2,0,"no"
"2591",53,"entrepreneur","married","tertiary","cellular",17,183,1,0,"no"
"2592",36,"admin.","married","secondary","cellular",27,123,3,8,"no"
"2593",32,"technician","single","tertiary","cellular",20,20,4,0,"no"
"2594",45,"blue-collar","married","secondary","cellular",6,232,4,1,"no"
"2595",35,"unemployed","married","tertiary","cellular",19,547,7,0,"no"
"2596",41,"services","married","secondary","cellular",21,71,9,0,"no"
"2597",54,"services","married","secondary","cellular",31,113,6,0,"no"
"2598",49,"services","married","secondary","cellular",8,780,4,0,"yes"
"2599",28,"technician","single","secondary","cellular",12,246,1,1,"no"
"2600",24,"blue-collar","single","unknown","unknown",3,108,12,0,"no"
"2601",30,"admin.","single","secondary","cellular",29,253,1,0,"no"
"2602",32,"self-employed","married","primary","cellular",6,175,1,0,"no"
"2603",53,"entrepreneur","married","tertiary","unknown",15,106,1,0,"no"
"2604",42,"blue-collar","married","primary","cellular",7,86,2,0,"no"
"2605",48,"blue-collar","married","primary","unknown",21,248,3,0,"no"
"2606",33,"technician","married","secondary","telephone",28,265,2,0,"no"
"2607",31,"blue-collar","divorced","secondary","unknown",26,182,5,0,"no"
"2608",56,"unemployed","divorced","primary","cellular",5,916,3,0,"no"
"2609",58,"retired","married","primary","cellular",4,506,1,0,"no"
"2610",37,"admin.","single","secondary","cellular",20,81,1,0,"no"
"2611",59,"management","married","primary","cellular",17,30,1,0,"no"
"2612",50,"management","single","tertiary","cellular",14,904,3,0,"yes"
"2613",39,"housemaid","single","primary","unknown",6,699,3,0,"no"
"2614",30,"technician","married","secondary","cellular",6,19,1,0,"no"
"2615",47,"services","divorced","secondary","unknown",14,389,1,0,"no"
"2616",44,"self-employed","married","secondary","cellular",6,211,4,0,"no"
"2617",38,"blue-collar","married","primary","cellular",16,283,1,0,"no"
"2618",50,"management","married","tertiary","cellular",12,474,2,0,"no"
"2619",27,"admin.","single","tertiary","cellular",15,157,2,5,"no"
"2620",73,"retired","married","secondary","cellular",5,509,2,0,"no"
"2621",46,"blue-collar","married","primary","unknown",7,279,1,0,"no"
"2622",56,"retired","divorced","secondary","telephone",17,27,1,0,"no"
"2623",36,"management","married","tertiary","cellular",11,386,4,0,"yes"
"2624",33,"blue-collar","married","primary","cellular",18,679,1,0,"no"
"2625",40,"management","married","tertiary","unknown",2,169,1,0,"no"
"2626",52,"management","married","tertiary","unknown",3,315,1,0,"no"
"2627",51,"blue-collar","married","secondary","cellular",20,293,2,0,"no"
"2628",33,"blue-collar","married","secondary","cellular",3,439,3,0,"no"
"2629",54,"services","married","secondary","unknown",19,198,1,0,"no"
"2630",44,"management","married","secondary","unknown",15,770,2,0,"no"
"2631",50,"entrepreneur","married","secondary","telephone",30,340,2,0,"no"
"2632",45,"blue-collar","single","secondary","cellular",26,1472,1,4,"yes"
"2633",36,"management","married","tertiary","cellular",4,293,1,2,"yes"
"2634",42,"technician","married","secondary","cellular",2,311,2,0,"yes"
"2635",37,"technician","married","secondary","cellular",18,291,2,0,"no"
"2636",28,"services","single","secondary","unknown",21,965,2,0,"no"
"2637",56,"admin.","married","secondary","unknown",9,594,1,0,"no"
"2638",59,"admin.","married","secondary","cellular",12,139,2,1,"no"
"2639",32,"unemployed","married","secondary","unknown",6,501,4,0,"no"
"2640",57,"retired","married","primary","cellular",15,274,1,0,"no"
"2641",49,"admin.","single","secondary","telephone",21,10,3,0,"no"
"2642",56,"entrepreneur","married","unknown","unknown",20,18,2,0,"no"
"2643",48,"admin.","divorced","unknown","cellular",14,243,1,0,"no"
"2644",27,"student","single","tertiary","cellular",22,198,1,6,"yes"
"2645",31,"management","single","tertiary","cellular",16,410,2,0,"no"
"2646",28,"blue-collar","single","secondary","unknown",19,190,1,0,"no"
"2647",36,"management","married","tertiary","unknown",28,121,1,0,"no"
"2648",58,"housemaid","married","primary","telephone",9,148,1,0,"no"
"2649",46,"admin.","married","secondary","cellular",20,239,2,2,"no"
"2650",32,"management","single","tertiary","cellular",7,90,3,0,"no"
"2651",39,"services","married","secondary","unknown",6,29,1,0,"no"
"2652",35,"self-employed","married","tertiary","cellular",2,58,1,1,"no"
"2653",31,"management","married","tertiary","cellular",18,1139,2,0,"yes"
"2654",29,"management","single","tertiary","cellular",5,504,1,1,"yes"
"2655",48,"blue-collar","married","primary","cellular",5,348,1,0,"no"
"2656",60,"retired","married","primary","telephone",30,130,3,0,"no"
"2657",74,"retired","married","secondary","cellular",26,100,1,1,"no"
"2658",30,"services","married","secondary","unknown",29,544,1,0,"no"
"2659",52,"admin.","single","primary","unknown",19,182,11,0,"no"
"2660",24,"blue-collar","married","secondary","cellular",2,90,1,0,"no"
"2661",29,"services","married","secondary","unknown",28,272,2,0,"no"
"2662",33,"housemaid","married","primary","cellular",11,260,2,0,"no"
"2663",34,"blue-collar","married","secondary","unknown",8,672,3,0,"no"
"2664",45,"admin.","divorced","secondary","cellular",29,264,1,0,"yes"
"2665",31,"blue-collar","married","secondary","telephone",15,275,2,0,"no"
"2666",45,"technician","married","secondary","cellular",23,76,1,0,"no"
"2667",27,"services","married","secondary","unknown",4,749,2,0,"no"
"2668",30,"management","single","tertiary","cellular",25,142,4,0,"no"
"2669",45,"blue-collar","married","primary","cellular",26,454,2,0,"no"
"2670",57,"blue-collar","married","secondary","cellular",18,102,2,5,"no"
"2671",34,"management","married","tertiary","telephone",30,521,3,7,"no"
"2672",40,"admin.","married","secondary","cellular",17,57,1,0,"no"
"2673",39,"management","married","tertiary","cellular",9,504,1,0,"no"
"2674",46,"technician","married","tertiary","cellular",11,138,3,0,"no"
"2675",55,"management","divorced","tertiary","cellular",5,103,2,1,"yes"
"2676",25,"management","single","tertiary","cellular",17,485,1,0,"yes"
"2677",34,"management","married","tertiary","cellular",5,166,1,0,"no"
"2678",37,"blue-collar","married","primary","cellular",8,318,2,1,"no"
"2679",64,"retired","divorced","tertiary","cellular",3,531,3,0,"no"
"2680",45,"technician","divorced","secondary","cellular",13,155,2,4,"no"
"2681",57,"housemaid","married","secondary","telephone",10,73,1,0,"no"
"2682",21,"student","single","unknown","unknown",12,198,3,0,"no"
"2683",58,"housemaid","married","secondary","telephone",14,137,1,0,"no"
"2684",41,"blue-collar","single","secondary","unknown",1,479,9,0,"yes"
"2685",41,"management","married","unknown","unknown",9,285,1,0,"no"
"2686",58,"management","married","tertiary","cellular",8,98,1,0,"no"
"2687",33,"management","married","tertiary","cellular",15,199,2,3,"no"
"2688",32,"management","married","tertiary","cellular",18,97,3,0,"no"
"2689",44,"services","divorced","secondary","unknown",4,389,5,0,"no"
"2690",41,"self-employed","married","primary","unknown",6,37,3,0,"no"
"2691",54,"technician","married","tertiary","cellular",8,420,4,0,"no"
"2692",47,"technician","divorced","tertiary","telephone",7,973,1,1,"no"
"2693",32,"management","single","tertiary","cellular",28,77,4,0,"no"
"2694",59,"housemaid","married","tertiary","cellular",29,376,2,0,"no"
"2695",29,"technician","single","tertiary","cellular",2,125,1,0,"yes"
"2696",48,"services","married","secondary","cellular",20,142,2,0,"no"
"2697",32,"technician","single","secondary","cellular",18,442,1,8,"yes"
"2698",46,"management","divorced","secondary","cellular",29,728,2,0,"no"
"2699",31,"blue-collar","single","primary","unknown",21,281,3,0,"no"
"2700",53,"blue-collar","married","secondary","cellular",22,528,2,0,"yes"
"2701",34,"technician","single","tertiary","cellular",20,128,5,0,"no"
"2702",48,"services","single","unknown","unknown",16,71,1,0,"no"
"2703",32,"technician","married","secondary","cellular",20,161,4,0,"no"
"2704",31,"management","married","secondary","cellular",12,129,4,0,"no"
"2705",27,"blue-collar","single","primary","cellular",15,54,2,0,"no"
"2706",60,"admin.","married","secondary","cellular",11,443,1,1,"no"
"2707",34,"blue-collar","single","tertiary","unknown",6,136,1,0,"no"
"2708",52,"self-employed","married","secondary","unknown",6,44,1,0,"no"
"2709",48,"blue-collar","married","secondary","cellular",15,1181,9,0,"no"
"2710",45,"technician","married","primary","unknown",9,225,2,0,"no"
"2711",54,"technician","divorced","secondary","cellular",30,81,1,0,"no"
"2712",52,"services","married","secondary","cellular",10,224,1,0,"no"
"2713",47,"entrepreneur","married","tertiary","cellular",29,189,4,0,"no"
"2714",34,"blue-collar","married","secondary","cellular",19,50,1,0,"no"
"2715",39,"technician","single","tertiary","cellular",18,195,10,0,"no"
"2716",46,"technician","married","secondary","cellular",7,110,2,0,"no"
"2717",26,"unemployed","single","secondary","cellular",28,214,1,0,"no"
"2718",37,"technician","single","secondary","unknown",19,182,8,0,"no"
"2719",47,"blue-collar","married","secondary","cellular",17,239,2,0,"no"
"2720",35,"technician","married","secondary","cellular",12,179,6,0,"no"
"2721",57,"unemployed","married","primary","unknown",9,540,1,0,"no"
"2722",34,"management","married","tertiary","cellular",18,566,2,4,"no"
"2723",47,"technician","married","secondary","cellular",18,697,4,0,"yes"
"2724",27,"technician","married","secondary","unknown",15,98,2,0,"no"
"2725",40,"blue-collar","married","secondary","cellular",16,1018,2,0,"yes"
"2726",39,"technician","married","secondary","cellular",5,221,1,1,"no"
"2727",36,"entrepreneur","married","tertiary","telephone",30,246,1,0,"no"
"2728",42,"technician","single","secondary","cellular",21,656,2,0,"no"
"2729",23,"blue-collar","single","primary","unknown",3,281,1,0,"no"
"2730",34,"management","married","tertiary","unknown",8,65,1,0,"no"
"2731",34,"blue-collar","married","secondary","unknown",26,193,5,0,"no"
"2732",49,"services","married","secondary","cellular",17,283,1,0,"no"
"2733",57,"blue-collar","married","primary","unknown",20,78,4,0,"no"
"2734",59,"retired","married","unknown","unknown",8,425,6,0,"no"
"2735",57,"admin.","married","tertiary","cellular",7,238,2,0,"no"
"2736",34,"blue-collar","married","secondary","cellular",6,182,1,8,"no"
"2737",61,"management","married","secondary","cellular",18,998,6,0,"yes"
"2738",35,"blue-collar","divorced","secondary","unknown",8,477,1,0,"no"
"2739",42,"management","married","tertiary","cellular",4,158,1,0,"no"
"2740",57,"services","married","tertiary","telephone",8,320,3,0,"no"
"2741",42,"blue-collar","married","secondary","cellular",13,149,1,2,"no"
"2742",53,"retired","married","secondary","cellular",14,410,5,0,"no"
"2743",63,"retired","married","tertiary","cellular",13,104,2,0,"no"
"2744",47,"self-employed","married","secondary","unknown",20,454,6,0,"no"
"2745",54,"services","married","secondary","unknown",13,190,1,0,"no"
"2746",45,"admin.","married","secondary","cellular",19,145,10,0,"no"
"2747",28,"management","single","tertiary","telephone",2,318,2,0,"no"
"2748",58,"unemployed","married","secondary","telephone",29,246,2,0,"no"
"2749",48,"management","single","tertiary","cellular",21,761,2,0,"no"
"2750",35,"management","divorced","tertiary","telephone",29,171,1,0,"yes"
"2751",37,"self-employed","married","tertiary","unknown",6,143,1,0,"no"
"2752",37,"blue-collar","married","secondary","unknown",6,968,1,0,"no"
"2753",37,"management","married","primary","cellular",2,154,1,1,"no"
"2754",25,"services","single","secondary","cellular",15,246,1,0,"no"
