age,job,marital,education,contact,days_since _signed_in,Time spend on website,Number_of_campaigns,previous_purchases,Purchase_Made
44,blue-collar,married,secondary,unknown,5,41,1,0,no
36,technician,divorced,tertiary,cellular,18,192,2,0,no
56,admin.,married,secondary,cellular,17,80,2,2,no
30,management,single,tertiary,unknown,20,121,11,0,no
36,blue-collar,married,secondary,unknown,23,106,3,0,no
43,management,married,tertiary,cellular,20,230,1,0,no
40,technician,married,secondary,unknown,29,125,2,0,no
32,technician,single,tertiary,cellular,11,67,1,0,no
34,blue-collar,married,secondary,unknown,2,26,1,0,no
37,services,married,secondary,unknown,15,395,2,0,no
28,admin.,single,secondary,cellular,29,603,2,0,no
53,blue-collar,single,secondary,cellular,28,287,2,0,no
60,admin.,married,unknown,cellular,26,149,1,0,no
40,entrepreneur,married,secondary,cellular,18,173,7,0,no
57,retired,married,primary,cellular,28,118,2,0,no
29,technician,single,secondary,unknown,19,314,1,0,no
44,blue-collar,married,primary,cellular,7,378,1,0,no
41,admin.,single,secondary,telephone,21,94,7,3,no
47,technician,married,secondary,cellular,25,108,4,0,no
43,technician,married,tertiary,cellular,5,203,2,0,no
37,technician,single,secondary,cellular,13,121,1,0,no
34,technician,single,tertiary,unknown,16,489,2,0,no
30,blue-collar,single,secondary,unknown,8,287,1,0,no
57,entrepreneur,divorced,secondary,cellular,11,652,1,4,no
26,admin.,single,secondary,cellular,13,612,2,3,no
34,management,married,tertiary,cellular,25,53,5,0,no
46,technician,divorced,secondary,telephone,17,270,1,0,yes
38,entrepreneur,married,tertiary,cellular,18,442,1,0,yes
37,technician,single,secondary,cellular,12,664,3,0,yes
28,management,single,tertiary,cellular,14,394,2,0,no
57,blue-collar,married,primary,unknown,9,230,3,0,no
39,management,married,tertiary,cellular,11,877,7,2,yes
49,services,married,secondary,telephone,9,1971,4,0,yes
38,technician,married,secondary,cellular,21,161,2,0,no
27,blue-collar,married,secondary,unknown,3,188,5,0,no
30,admin.,married,secondary,cellular,18,23,5,0,no
38,admin.,married,tertiary,cellular,5,176,2,0,no
36,management,married,tertiary,telephone,3,26,2,1,no
38,retired,single,unknown,unknown,19,212,1,0,no
59,housemaid,married,primary,cellular,13,119,2,0,no
37,management,married,tertiary,cellular,7,205,5,0,no
29,self-employed,married,tertiary,unknown,3,73,4,0,no
43,blue-collar,married,secondary,cellular,20,1258,2,2,yes
33,technician,married,secondary,telephone,29,57,2,0,no
54,housemaid,divorced,secondary,unknown,5,115,2,0,no
55,services,married,secondary,unknown,19,58,1,0,no
32,technician,single,tertiary,cellular,11,238,1,0,no
48,management,married,primary,telephone,20,207,3,0,no
33,management,single,tertiary,cellular,3,178,2,0,no
46,admin.,married,secondary,unknown,14,20,11,0,no
44,management,married,tertiary,cellular,11,188,3,0,yes
47,blue-collar,married,primary,cellular,14,143,1,2,no
38,technician,married,secondary,cellular,25,232,1,4,yes
80,retired,married,secondary,cellular,7,127,2,0,no
40,self-employed,married,secondary,cellular,8,380,4,1,no
43,entrepreneur,married,tertiary,cellular,19,167,3,0,no
32,technician,single,tertiary,cellular,22,796,1,1,yes
39,management,married,tertiary,cellular,13,303,2,0,no
33,technician,married,secondary,cellular,17,407,2,0,no
31,technician,single,secondary,cellular,16,229,1,0,no
36,management,single,tertiary,cellular,11,108,2,0,no
35,management,single,tertiary,cellular,25,265,1,0,no
25,services,single,secondary,telephone,25,168,1,0,no
33,management,single,secondary,cellular,17,97,1,0,no
23,blue-collar,single,primary,cellular,15,169,1,1,no
31,management,single,tertiary,cellular,23,103,2,2,no
36,management,married,tertiary,unknown,3,599,3,0,no
44,technician,single,tertiary,cellular,29,322,2,0,no
31,management,single,tertiary,unknown,21,304,1,0,no
55,blue-collar,married,primary,cellular,12,52,3,0,no
51,housemaid,divorced,secondary,cellular,18,655,4,0,yes
36,admin.,married,secondary,cellular,9,101,2,0,no
27,unemployed,single,tertiary,cellular,3,65,2,0,no
40,services,married,secondary,cellular,15,173,4,0,no
49,services,married,secondary,telephone,14,162,3,0,no
59,retired,married,primary,cellular,14,78,2,0,no
32,management,married,tertiary,cellular,14,646,5,0,yes
42,retired,single,tertiary,cellular,30,114,2,0,no
35,management,divorced,tertiary,unknown,4,141,6,0,no
29,blue-collar,single,secondary,cellular,15,133,4,0,no
29,technician,single,secondary,unknown,6,1994,2,0,no
37,blue-collar,single,secondary,cellular,6,140,2,0,no
49,admin.,married,primary,cellular,15,82,3,0,no
51,services,divorced,secondary,cellular,17,150,1,0,no
61,housemaid,married,primary,cellular,27,605,1,1,no
43,management,married,secondary,telephone,18,164,1,2,no
42,services,married,tertiary,cellular,19,36,1,0,no
24,blue-collar,married,secondary,unknown,27,290,2,0,no
46,self-employed,married,tertiary,telephone,29,104,2,0,no
23,admin.,single,secondary,unknown,12,413,1,0,no
26,services,single,secondary,cellular,12,153,1,0,no
43,blue-collar,divorced,primary,unknown,15,237,2,0,no
35,technician,single,tertiary,cellular,25,743,13,0,yes
38,technician,married,secondary,cellular,28,82,4,0,no
56,unemployed,divorced,primary,cellular,15,924,4,0,no
31,services,married,secondary,unknown,17,117,3,0,no
32,management,single,tertiary,cellular,5,550,4,0,yes
28,services,single,secondary,unknown,24,5,1,0,no
26,admin.,divorced,secondary,unknown,13,181,5,0,no
49,management,married,tertiary,cellular,17,325,2,0,no
33,admin.,married,secondary,unknown,27,345,1,0,no
80,retired,married,primary,cellular,6,331,2,0,no
40,blue-collar,married,secondary,cellular,7,112,1,0,no
42,technician,divorced,secondary,unknown,30,115,6,0,no
46,blue-collar,married,secondary,cellular,20,381,3,0,no
32,management,single,tertiary,cellular,7,119,1,3,no
37,services,single,tertiary,unknown,28,25,1,0,no
32,student,married,secondary,cellular,28,929,1,0,no
53,management,married,tertiary,unknown,14,429,1,0,no
39,management,married,tertiary,cellular,20,491,1,1,no
31,technician,divorced,secondary,cellular,18,146,1,0,no
34,management,single,tertiary,cellular,21,191,2,0,no
44,technician,married,tertiary,cellular,8,406,3,0,no
35,technician,married,secondary,telephone,9,220,2,0,no
39,admin.,married,secondary,cellular,30,253,5,0,no
55,services,married,secondary,telephone,30,340,2,0,no
34,housemaid,married,secondary,unknown,30,154,1,0,yes
39,technician,married,tertiary,cellular,11,121,4,0,no
58,retired,married,secondary,cellular,27,104,5,0,no
37,blue-collar,married,primary,cellular,5,127,2,4,no
56,retired,divorced,primary,cellular,29,144,1,1,yes
32,admin.,single,secondary,cellular,19,149,2,0,no
41,technician,single,tertiary,cellular,4,261,1,6,yes
29,admin.,single,tertiary,cellular,29,87,1,1,no
44,management,married,tertiary,cellular,21,719,5,0,no
24,blue-collar,married,secondary,unknown,27,292,7,0,no
43,management,single,secondary,unknown,2,145,1,0,no
26,admin.,married,tertiary,cellular,30,52,3,0,no
39,admin.,married,secondary,cellular,17,146,1,1,no
49,blue-collar,married,secondary,cellular,6,451,1,2,yes
52,blue-collar,divorced,primary,unknown,9,167,4,0,no
33,blue-collar,married,tertiary,cellular,19,98,4,0,no
30,blue-collar,married,secondary,unknown,29,238,2,0,no
32,technician,single,tertiary,cellular,27,85,7,0,no
27,management,single,tertiary,cellular,30,323,4,0,no
58,blue-collar,married,primary,unknown,17,116,1,0,no
46,retired,married,primary,cellular,7,304,3,0,no
28,management,single,tertiary,cellular,10,267,1,0,no
39,services,married,primary,unknown,23,201,2,0,no
41,services,married,unknown,cellular,11,105,1,2,no
38,services,married,secondary,unknown,23,193,2,0,no
50,unemployed,divorced,secondary,cellular,30,113,1,0,no
56,services,married,secondary,unknown,29,151,2,0,no
34,technician,married,secondary,cellular,20,200,2,0,no
33,blue-collar,divorced,secondary,unknown,16,145,1,0,no
61,technician,married,secondary,cellular,21,214,4,0,yes
36,admin.,single,secondary,cellular,9,36,6,0,no
34,technician,married,tertiary,cellular,18,58,2,0,no
36,blue-collar,married,secondary,unknown,6,174,2,0,no
45,management,married,tertiary,cellular,30,587,1,0,yes
27,student,single,tertiary,cellular,25,112,1,0,no
45,admin.,married,secondary,cellular,14,175,2,0,no
40,self-employed,married,tertiary,unknown,17,279,1,0,no
36,management,single,secondary,cellular,16,270,1,0,yes
46,blue-collar,married,primary,cellular,6,116,2,3,no
37,entrepreneur,married,tertiary,unknown,27,129,2,0,no
36,technician,married,secondary,cellular,13,38,2,4,no
37,admin.,married,secondary,unknown,28,138,1,0,no
22,student,single,tertiary,cellular,19,338,1,0,yes
51,services,married,secondary,unknown,26,565,3,0,no
49,technician,married,secondary,cellular,13,77,8,0,no
35,management,married,tertiary,cellular,19,314,2,1,no
50,housemaid,married,primary,unknown,20,179,2,0,no
31,services,married,tertiary,unknown,7,294,1,0,no
47,services,single,secondary,cellular,5,298,1,0,no
59,blue-collar,married,secondary,telephone,14,427,2,0,no
32,blue-collar,married,secondary,cellular,12,87,4,4,no
71,retired,married,tertiary,cellular,9,397,1,0,yes
31,management,single,tertiary,cellular,9,344,1,1,yes
41,blue-collar,married,primary,cellular,23,74,5,0,no
35,blue-collar,married,primary,unknown,30,148,4,0,no
36,management,married,tertiary,unknown,6,161,3,0,no
46,blue-collar,divorced,primary,unknown,19,110,1,0,no
46,blue-collar,married,secondary,cellular,10,1529,1,1,no
47,technician,married,tertiary,cellular,12,236,1,1,no
35,management,single,tertiary,cellular,8,89,2,0,no
37,blue-collar,married,secondary,cellular,17,390,1,1,no
56,admin.,married,secondary,unknown,5,1467,1,0,yes
46,admin.,married,secondary,unknown,15,646,3,0,yes
44,management,divorced,tertiary,cellular,10,183,1,0,no
48,technician,single,tertiary,cellular,11,168,2,0,no
28,blue-collar,single,secondary,unknown,23,66,1,0,no
38,entrepreneur,married,tertiary,cellular,21,160,3,3,no
34,management,single,tertiary,cellular,15,14,2,0,no
56,technician,married,secondary,unknown,6,220,4,0,no
55,retired,divorced,secondary,unknown,19,1007,1,0,yes
44,blue-collar,divorced,secondary,cellular,30,149,13,0,no
38,technician,married,tertiary,unknown,8,665,1,0,no
53,retired,married,secondary,telephone,15,174,3,0,no
41,admin.,single,tertiary,cellular,23,105,1,0,no
34,technician,single,secondary,cellular,13,990,1,0,yes
34,management,single,tertiary,cellular,19,582,1,0,no
35,services,married,secondary,cellular,12,136,1,0,no
38,entrepreneur,single,secondary,cellular,10,223,1,4,yes
42,entrepreneur,married,tertiary,cellular,8,205,2,0,no
56,blue-collar,married,primary,cellular,14,214,1,1,no
37,management,divorced,tertiary,cellular,11,217,6,0,no
47,housemaid,married,secondary,cellular,9,171,2,5,no
29,blue-collar,married,secondary,unknown,13,50,1,0,no
41,management,married,tertiary,unknown,5,65,3,0,no
43,technician,single,secondary,unknown,5,55,1,0,no
38,self-employed,married,secondary,unknown,20,256,3,0,no
31,technician,married,secondary,unknown,21,151,1,0,no
32,management,single,tertiary,cellular,18,226,1,0,no
40,management,married,tertiary,cellular,23,97,5,0,no
45,admin.,married,secondary,telephone,22,92,1,0,no
43,management,married,secondary,unknown,16,343,1,0,no
27,services,single,secondary,cellular,14,493,5,0,no
33,management,single,tertiary,cellular,20,216,3,0,no
37,admin.,married,secondary,cellular,27,224,7,1,no
60,admin.,married,secondary,cellular,22,190,1,9,yes
51,self-employed,married,unknown,cellular,8,458,6,0,yes
44,blue-collar,married,secondary,cellular,20,222,1,1,no
48,management,married,unknown,cellular,8,612,1,1,no
57,blue-collar,married,primary,telephone,17,137,1,0,no
29,technician,single,tertiary,unknown,7,104,2,0,no
50,services,married,secondary,cellular,25,206,4,0,no
36,services,married,secondary,cellular,30,172,28,0,no
49,technician,married,tertiary,cellular,3,152,2,0,yes
49,technician,married,secondary,cellular,19,114,1,0,no
35,management,married,tertiary,cellular,11,89,1,0,no
39,technician,single,secondary,unknown,2,158,1,0,no
34,blue-collar,married,primary,cellular,14,326,11,0,no
57,self-employed,married,secondary,unknown,26,215,3,0,no
37,technician,divorced,secondary,cellular,13,53,1,0,no
25,services,single,secondary,cellular,21,71,11,0,no
43,blue-collar,married,primary,cellular,8,487,2,2,no
37,blue-collar,married,secondary,cellular,12,340,2,1,no
36,blue-collar,single,tertiary,cellular,14,183,1,11,no
49,management,divorced,tertiary,cellular,17,131,2,0,no
38,management,single,tertiary,telephone,29,208,1,2,no
39,management,divorced,tertiary,unknown,18,311,5,0,no
40,management,married,tertiary,cellular,10,147,1,8,yes
34,admin.,married,secondary,unknown,23,83,1,0,no
39,blue-collar,married,primary,unknown,17,775,3,0,yes
53,blue-collar,married,secondary,cellular,28,25,18,0,no
44,management,married,tertiary,cellular,23,497,5,0,no
32,technician,divorced,secondary,unknown,2,180,1,0,no
50,technician,divorced,secondary,cellular,13,698,2,1,yes
29,services,married,primary,unknown,4,134,1,0,no
55,unemployed,married,tertiary,cellular,21,223,2,3,no
73,retired,married,primary,cellular,28,399,3,0,yes
52,technician,married,secondary,unknown,13,420,1,0,no
49,services,married,secondary,unknown,15,233,3,0,no
63,retired,married,primary,cellular,12,702,1,0,no
34,admin.,married,secondary,cellular,9,161,1,2,yes
32,admin.,single,secondary,cellular,18,110,1,2,no
49,housemaid,married,tertiary,cellular,8,27,6,0,no
40,blue-collar,married,primary,telephone,12,58,2,1,no
53,entrepreneur,married,unknown,cellular,20,68,1,0,no
53,technician,married,tertiary,cellular,8,92,2,0,no
43,blue-collar,married,primary,cellular,15,45,1,0,no
35,management,single,secondary,cellular,29,79,1,0,no
35,services,single,secondary,cellular,20,11,5,2,no
25,student,single,tertiary,cellular,15,520,1,0,no
31,technician,single,unknown,cellular,17,86,1,0,no
48,management,married,tertiary,cellular,28,16,16,0,no
40,housemaid,married,secondary,cellular,14,154,2,0,no
46,blue-collar,married,primary,unknown,14,91,1,0,no
30,services,single,secondary,cellular,29,389,2,0,no
47,services,married,secondary,cellular,21,71,15,0,no
23,services,single,secondary,unknown,4,111,3,0,no
29,technician,married,tertiary,unknown,20,68,2,0,no
38,technician,married,secondary,cellular,19,75,2,5,no
56,housemaid,married,primary,cellular,8,212,1,0,no
52,admin.,married,secondary,cellular,22,91,2,1,no
55,retired,married,secondary,cellular,19,79,2,0,no
43,entrepreneur,married,tertiary,cellular,29,646,2,0,no
34,blue-collar,married,secondary,cellular,11,206,1,0,no
43,management,single,tertiary,cellular,26,257,1,3,yes
55,services,married,secondary,cellular,13,81,2,0,no
34,blue-collar,married,secondary,cellular,,470,1,5,no
34,management,single,tertiary,unknown,9,133,,0,no
43,self-employed,married,tertiary,unknown,6,230,2,0,no
39,blue-collar,married,primary,cellular,19,76,6,0,no
39,technician,single,unknown,unknown,6,26,1,0,no
34,technician,single,secondary,cellular,6,154,2,6,no
55,management,married,tertiary,cellular,30,94,4,0,no
67,retired,married,tertiary,cellular,6,254,2,0,yes
34,entrepreneur,married,tertiary,cellular,9,1156,1,0,no
47,blue-collar,married,secondary,cellular,31,248,5,0,no
33,blue-collar,married,primary,cellular,20,884,3,0,no
45,entrepreneur,married,secondary,cellular,18,275,2,0,no
36,blue-collar,married,secondary,cellular,28,200,2,0,no
59,technician,divorced,secondary,unknown,26,228,1,0,no
33,services,married,secondary,cellular,30,475,2,0,yes
52,technician,divorced,secondary,cellular,14,393,5,0,no
53,blue-collar,married,primary,cellular,8,156,4,0,no
41,unemployed,married,primary,cellular,9,244,3,0,no
45,blue-collar,married,secondary,unknown,13,118,1,0,no
60,self-employed,single,secondary,cellular,22,40,2,0,no
32,blue-collar,married,secondary,unknown,23,700,3,0,no
28,management,single,tertiary,cellular,2,97,3,0,no
31,technician,single,secondary,cellular,15,252,1,3,yes
53,blue-collar,married,secondary,cellular,14,360,4,0,no
58,management,married,tertiary,cellular,17,235,1,0,no
38,blue-collar,married,secondary,unknown,7,1521,1,0,no
46,management,married,tertiary,cellular,6,105,4,2,no
53,entrepreneur,married,tertiary,cellular,29,86,1,0,no
56,retired,married,secondary,cellular,3,484,1,3,no
52,services,single,secondary,telephone,19,117,1,0,no
38,technician,married,secondary,unknown,9,119,1,0,no
37,services,married,primary,unknown,7,359,1,0,no
37,blue-collar,married,primary,telephone,30,109,8,0,no
37,technician,married,secondary,unknown,18,236,1,0,no
66,retired,married,primary,telephone,28,203,3,1,no
44,blue-collar,married,primary,unknown,20,202,2,0,no
61,retired,married,secondary,unknown,3,42,1,0,no
34,admin.,married,secondary,unknown,5,21,1,0,no
33,admin.,single,secondary,cellular,18,186,1,0,no
30,services,divorced,secondary,cellular,13,172,1,0,no
27,services,divorced,secondary,cellular,22,527,1,0,no
37,services,married,secondary,telephone,23,175,1,0,no
38,blue-collar,married,primary,unknown,20,21,18,0,no
35,management,single,tertiary,cellular,14,370,4,0,no
